Data	MSE	Diag	Hessian	OBQAware
opt-125m/9.fc2	0.0010514891473576427	0.0010552759049460292	0.0011018430814146996	0.0010193438502028584
opt-125m/9.self_attn.k_proj	0.6637200713157654	0.3358970880508423	0.30654439330101013	0.2808879613876343
opt-125m/9.self_attn.out_proj	0.0005060196272097528	0.0005195601843297482	0.0005254054558463395	0.0004958845092914999
opt-125m/9.self_attn.q_proj	0.3031797409057617	0.217212975025177	0.1992677003145218	0.18527740240097046
opt-125m/9.self_attn.v_proj	0.01603483408689499	0.016028083860874176	0.016081729903817177	0.015533107332885265
opt-350m/0.fc1	0.07801563292741776	0.09621256589889526	0.06478212773799896	0.04632702097296715
opt-350m/0.fc2	0.002589448355138302	0.0025117751210927963	0.00246006459929049	0.002388924127444625
opt-350m/0.self_attn.k_proj	0.00697746966034174	0.004486276768147945	0.0010334309190511703	0.0003284493286628276
opt-350m/0.self_attn.out_proj	1.6410605496730568e-07	9.6854492426246e-08	9.323380822934269e-08	5.4597933285549516e-08
opt-350m/0.self_attn.q_proj	0.012198073789477348	0.0024337947834283113	0.0005363443633541465	0.0002912243944592774
opt-350m/0.self_attn.v_proj	4.083057137904689e-05	5.0979957450181246e-05	4.6265951823443174e-05	3.0270477509475313e-05
opt-350m/1.fc1	0.06756755709648132	0.08090129494667053	0.06460020691156387	0.051927775144577026
opt-350m/1.fc2	0.007208020426332951	0.004148319363594055	0.0028574815951287746	0.0027133780531585217
opt-350m/1.self_attn.k_proj	0.15008039772510529	0.07140128314495087	0.06827980279922485	0.04848981276154518
opt-350m/1.self_attn.out_proj	0.0008579751010984182	0.0008622257737442851	0.0008972935611382127	0.0007843239000067115
opt-350m/1.self_attn.q_proj	0.0866396501660347	0.0753665566444397	0.05817291513085365	0.04666394367814064
opt-350m/1.self_attn.v_proj	0.030317164957523346	0.0357985645532608	0.03221950680017471	0.023984190076589584
opt-350m/10.fc1	0.08843475580215454	0.09298597276210785	0.09217068552970886	0.08428913354873657
opt-350m/10.fc2	0.012085046619176865	0.011578154750168324	0.00990959070622921	0.00875086709856987
opt-350m/10.self_attn.k_proj	0.14277681708335876	0.13268370926380157	0.14231349527835846	0.11852412670850754
opt-350m/10.self_attn.out_proj	0.004931313917040825	0.005058782175183296	0.004832127597182989	0.004459032788872719
opt-350m/10.self_attn.q_proj	0.13494668900966644	0.13695509731769562	0.1327138990163803	0.1200149804353714
opt-350m/10.self_attn.v_proj	0.060616157948970795	0.06304214149713516	0.06286362558603287	0.05855031684041023
opt-350m/11.fc1	0.09118666499853134	0.09493399411439896	0.0943022221326828	0.08717088401317596
opt-350m/11.fc2	0.010281359776854515	0.010381761938333511	0.010798955336213112	0.01005377247929573
opt-350m/11.self_attn.k_proj	0.1418631374835968	0.12175390124320984	0.13889285922050476	0.11203362047672272
opt-350m/11.self_attn.out_proj	0.003339352086186409	0.0033476322423666716	0.0035009095445275307	0.003273954149335623
opt-350m/11.self_attn.q_proj	0.11689995229244232	0.11748391389846802	0.12120810896158218	0.10859914124011993
opt-350m/11.self_attn.v_proj	0.07027815282344818	0.0720323845744133	0.07277625799179077	0.06840749084949493
opt-350m/12.fc1	0.09660680592060089	0.0995841696858406	0.10047589242458344	0.09303279966115952
opt-350m/12.fc2	0.010336797684431076	0.010318458080291748	0.01075102761387825	0.010182280093431473
opt-350m/12.self_attn.k_proj	0.13568373024463654	0.1275796741247177	0.13645119965076447	0.11786085367202759
opt-350m/12.self_attn.out_proj	0.0052972957491874695	0.005294512491673231	0.005492693744599819	0.005184914916753769
opt-350m/12.self_attn.q_proj	0.13613960146903992	0.13122376799583435	0.13248947262763977	0.12003429234027863
opt-350m/12.self_attn.v_proj	0.08482663333415985	0.08664219081401825	0.08740751445293427	0.08239820599555969
opt-350m/13.fc1	0.09727407246828079	0.0992155522108078	0.10066405683755875	0.09372086822986603
opt-350m/13.fc2	0.011146929115056992	0.011112602427601814	0.01160450279712677	0.011002765968441963
opt-350m/13.self_attn.k_proj	0.14025604724884033	0.130048930644989	0.14240142703056335	0.12124235183000565
opt-350m/13.self_attn.out_proj	0.00534603837877512	0.0053551532328128815	0.005492833908647299	0.005259041674435139
opt-350m/13.self_attn.q_proj	0.12479080259799957	0.1262461096048355	0.12852580845355988	0.11868211627006531
opt-350m/13.self_attn.v_proj	0.08426176011562347	0.0852980762720108	0.08699125796556473	0.08226732909679413
opt-350m/14.fc1	0.09602901339530945	0.09756841510534286	0.09962917119264603	0.09266717731952667
opt-350m/14.fc2	0.010436817072331905	0.0104245375841856	0.010854465886950493	0.010341945104300976
opt-350m/14.self_attn.k_proj	0.1326954960823059	0.12858545780181885	0.13579711318016052	0.1221943348646164
opt-350m/14.self_attn.out_proj	0.0031011051032692194	0.003089189063757658	0.003193527227267623	0.0030271115247160196
opt-350m/14.self_attn.q_proj	0.12873031198978424	0.13032440841197968	0.1326303780078888	0.12404615432024002
opt-350m/14.self_attn.v_proj	0.09216710925102234	0.0932515412569046	0.09432011842727661	0.08983556926250458
opt-350m/15.fc1	0.09435947984457016	0.09570232778787613	0.09792899340391159	0.0909501388669014
opt-350m/15.fc2	0.010351888835430145	0.010286860167980194	0.010805207304656506	0.01020437479019165
opt-350m/15.self_attn.k_proj	0.13462549448013306	0.1317867487668991	0.13710913062095642	0.12357333302497864
opt-350m/15.self_attn.out_proj	0.003245196072384715	0.00320997997187078	0.0032436891924589872	0.0030681302305310965
opt-350m/15.self_attn.q_proj	0.13027381896972656	0.1309763491153717	0.133192241191864	0.12446020543575287
opt-350m/15.self_attn.v_proj	0.08508948981761932	0.08589228987693787	0.08730299025774002	0.0830535888671875
opt-350m/16.fc1	0.09154734015464783	0.09269097447395325	0.09495022892951965	0.08810026198625565
opt-350m/16.fc2	0.010111000388860703	0.009957426227629185	0.01033022440969944	0.009849241003394127
opt-350m/16.self_attn.k_proj	0.13284146785736084	0.13222691416740417	0.13434845209121704	0.12304920703172684
opt-350m/16.self_attn.out_proj	0.003988036885857582	0.0040156058967113495	0.004056314937770367	0.003867055755108595
opt-350m/16.self_attn.q_proj	0.13224616646766663	0.13371168076992035	0.13511218130588531	0.1263582557439804
opt-350m/16.self_attn.v_proj	0.09144461154937744	0.09211340546607971	0.09392785280942917	0.08929377794265747
opt-350m/17.fc1	0.0876193717122078	0.08901609480381012	0.09116648137569427	0.08416686952114105
opt-350m/17.fc2	0.009219842031598091	0.009024896658957005	0.009395241737365723	0.008905742317438126
opt-350m/17.self_attn.k_proj	0.12769222259521484	0.12864333391189575	0.1299215853214264	0.11797243356704712
opt-350m/17.self_attn.out_proj	0.0029728668741881847	0.002945822896435857	0.0028495274018496275	0.0026558986864984035
opt-350m/17.self_attn.q_proj	0.12751132249832153	0.12814009189605713	0.12876906991004944	0.12087050080299377
opt-350m/17.self_attn.v_proj	0.08622575551271439	0.08685120940208435	0.08860690891742706	0.08416189253330231
opt-350m/18.fc1	0.08398313820362091	0.08462464809417725	0.0867103710770607	0.07961013913154602
opt-350m/18.fc2	0.008152463473379612	0.008134869858622551	0.00849709752947092	0.008036412298679352
opt-350m/18.self_attn.k_proj	0.12649062275886536	0.12376604229211807	0.12516239285469055	0.11319997906684875
opt-350m/18.self_attn.out_proj	0.00212949700653553	0.0021527421195060015	0.0021287486888468266	0.001983840251341462
opt-350m/18.self_attn.q_proj	0.1443295180797577	0.12662829458713531	0.12791752815246582	0.11844970285892487
opt-350m/18.self_attn.v_proj	0.08311091363430023	0.08387978374958038	0.08573451638221741	0.08113674819469452
opt-350m/19.fc1	0.08261512219905853	0.08237151801586151	0.08428475260734558	0.07698053121566772
opt-350m/19.fc2	0.00775538943707943	0.007808768190443516	0.008172419853508472	0.007674708031117916
opt-350m/19.self_attn.k_proj	0.14708033204078674	0.12741388380527496	0.13827785849571228	0.11629152297973633
opt-350m/19.self_attn.out_proj	0.0024658297188580036	0.002471494022756815	0.0025819374714046717	0.002396899275481701
opt-350m/19.self_attn.q_proj	0.18534252047538757	0.13162611424922943	0.13749492168426514	0.12091398984193802
opt-350m/19.self_attn.v_proj	0.0706338882446289	0.07163028419017792	0.0731021836400032	0.06896232068538666
opt-350m/2.fc1	0.06548422574996948	0.07352141290903091	0.0663861632347107	0.056588321924209595
opt-350m/2.fc2	0.003777018515393138	0.0035953884944319725	0.0034301241394132376	0.003319289069622755
opt-350m/2.self_attn.k_proj	0.12200196087360382	0.08631884306669235	0.0831478089094162	0.06694319099187851
opt-350m/2.self_attn.out_proj	0.0008410236332565546	0.0008417539647780359	0.0008659434970468283	0.0007925007957965136
opt-350m/2.self_attn.q_proj	0.10198270529508591	0.08152519166469574	0.07963330298662186	0.0659024566411972
opt-350m/2.self_attn.v_proj	0.03964029252529144	0.04325614124536514	0.042441435158252716	0.03475363925099373
opt-350m/20.fc1	0.08113248646259308	0.08303053677082062	0.0849856585264206	0.07757124304771423
opt-350m/20.fc2	0.008107397705316544	0.008104745298624039	0.008534073829650879	0.008022990077733994
opt-350m/20.self_attn.k_proj	0.24524109065532684	0.14464931190013885	0.21340309083461761	0.12975531816482544
opt-350m/20.self_attn.out_proj	0.002974109258502722	0.002982005476951599	0.00310602318495512	0.002910502487793565
opt-350m/20.self_attn.q_proj	0.21855223178863525	0.1348586529493332	0.14916861057281494	0.12316626310348511
